Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency,Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency
,,,,,,,,,,,,,,,,,,,,,,,,142,502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,142,507,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,476,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,140,517,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,142,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,508,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,136,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,140,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,142,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,143,492,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,509,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,487,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,509,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,141,491,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,140,510,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,497,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,136,502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,495,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,139,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,490,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,139,515,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,484,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,122,509,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,494,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,506,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,495,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,141,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,489,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,512,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,489,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,512,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,489,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,126,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,129,492,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,506,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,493,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,136,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,514,,,,,,,,,,
